network_node	genome	Family	Division	Cluster designation
G559_Cl_7	Yersinia enterocolitica subsp. enterocolitica 8081	Enterobacteriaceae	Proteobacteria	Alien
G559_Cl_8	Yersinia enterocolitica subsp. enterocolitica 8081	Enterobacteriaceae	Proteobacteria	Alien
G559_Cl_9	Yersinia enterocolitica subsp. enterocolitica 8081	Enterobacteriaceae	Proteobacteria	Alien
G559_Cl_10	Yersinia enterocolitica subsp. enterocolitica 8081	Enterobacteriaceae	Proteobacteria	Alien
G559_Cl_11	Yersinia enterocolitica subsp. enterocolitica 8081	Enterobacteriaceae	Proteobacteria	Alien
G559_Cl_12	Yersinia enterocolitica subsp. enterocolitica 8081	Enterobacteriaceae	Proteobacteria	Alien
G559_Cl_13	Yersinia enterocolitica subsp. enterocolitica 8081	Enterobacteriaceae	Proteobacteria	Native
G560_Cl_1	Yersinia pestis Antiqua	Enterobacteriaceae	Proteobacteria	Native
G560_Cl_2	Yersinia pestis Antiqua	Enterobacteriaceae	Proteobacteria	Native
G560_Cl_3	Yersinia pestis Antiqua	Enterobacteriaceae	Proteobacteria	Alien
G560_Cl_4	Yersinia pestis Antiqua	Enterobacteriaceae	Proteobacteria	Native
G560_Cl_5	Yersinia pestis Antiqua	Enterobacteriaceae	Proteobacteria	Native
G560_Cl_6	Yersinia pestis Antiqua	Enterobacteriaceae	Proteobacteria	Alien
G560_Cl_7	Yersinia pestis Antiqua	Enterobacteriaceae	Proteobacteria	Native
G560_Cl_8	Yersinia pestis Antiqua	Enterobacteriaceae	Proteobacteria	Native
G560_Cl_9	Yersinia pestis Antiqua	Enterobacteriaceae	Proteobacteria	Native
G560_Cl_10	Yersinia pestis Antiqua	Enterobacteriaceae	Proteobacteria	Alien
G560_Cl_11	Yersinia pestis Antiqua	Enterobacteriaceae	Proteobacteria	Native
G560_Cl_12	Yersinia pestis Antiqua	Enterobacteriaceae	Proteobacteria	Native
G560_Cl_13	Yersinia pestis Antiqua	Enterobacteriaceae	Proteobacteria	Native
G560_Cl_14	Yersinia pestis Antiqua	Enterobacteriaceae	Proteobacteria	Alien
G560_Cl_15	Yersinia pestis Antiqua	Enterobacteriaceae	Proteobacteria	Alien
G560_Cl_16	Yersinia pestis Antiqua	Enterobacteriaceae	Proteobacteria	Alien
G561_Cl_1	Yersinia pestis CO92	Enterobacteriaceae	Proteobacteria	Native
G561_Cl_2	Yersinia pestis CO92	Enterobacteriaceae	Proteobacteria	Native
G561_Cl_3	Yersinia pestis CO92	Enterobacteriaceae	Proteobacteria	Native
G561_Cl_4	Yersinia pestis CO92	Enterobacteriaceae	Proteobacteria	Native
G561_Cl_5	Yersinia pestis CO92	Enterobacteriaceae	Proteobacteria	Alien
G561_Cl_6	Yersinia pestis CO92	Enterobacteriaceae	Proteobacteria	Native
G561_Cl_7	Yersinia pestis CO92	Enterobacteriaceae	Proteobacteria	Alien
G561_Cl_8	Yersinia pestis CO92	Enterobacteriaceae	Proteobacteria	Alien
G561_Cl_9	Yersinia pestis CO92	Enterobacteriaceae	Proteobacteria	Alien
G561_Cl_10	Yersinia pestis CO92	Enterobacteriaceae	Proteobacteria	Native
G561_Cl_11	Yersinia pestis CO92	Enterobacteriaceae	Proteobacteria	Alien
G561_Cl_12	Yersinia pestis CO92	Enterobacteriaceae	Proteobacteria	Native
G561_Cl_13	Yersinia pestis CO92	Enterobacteriaceae	Proteobacteria	Native
G562_Cl_1	Yersinia pestis KIM	Enterobacteriaceae	Proteobacteria	Native
G562_Cl_2	Yersinia pestis KIM	Enterobacteriaceae	Proteobacteria	Alien
G562_Cl_3	Yersinia pestis KIM	Enterobacteriaceae	Proteobacteria	Native
G562_Cl_4	Yersinia pestis KIM	Enterobacteriaceae	Proteobacteria	Native
G562_Cl_5	Yersinia pestis KIM	Enterobacteriaceae	Proteobacteria	Native
G562_Cl_6	Yersinia pestis KIM	Enterobacteriaceae	Proteobacteria	Native
G562_Cl_7	Yersinia pestis KIM	Enterobacteriaceae	Proteobacteria	Native
G562_Cl_8	Yersinia pestis KIM	Enterobacteriaceae	Proteobacteria	Alien
G562_Cl_9	Yersinia pestis KIM	Enterobacteriaceae	Proteobacteria	Native
G562_Cl_10	Yersinia pestis KIM	Enterobacteriaceae	Proteobacteria	Alien
G562_Cl_11	Yersinia pestis KIM	Enterobacteriaceae	Proteobacteria	Alien
G562_Cl_12	Yersinia pestis KIM	Enterobacteriaceae	Proteobacteria	Alien
G562_Cl_13	Yersinia pestis KIM	Enterobacteriaceae	Proteobacteria	Alien
G562_Cl_14	Yersinia pestis KIM	Enterobacteriaceae	Proteobacteria	Alien
G562_Cl_15	Yersinia pestis KIM	Enterobacteriaceae	Proteobacteria	Native
G563_Cl_1	Yersinia pestis Nepal516	Enterobacteriaceae	Proteobacteria	Native
G563_Cl_2	Yersinia pestis Nepal516	Enterobacteriaceae	Proteobacteria	Alien
G563_Cl_3	Yersinia pestis Nepal516	Enterobacteriaceae	Proteobacteria	Native
G563_Cl_4	Yersinia pestis Nepal516	Enterobacteriaceae	Proteobacteria	Alien
G563_Cl_5	Yersinia pestis Nepal516	Enterobacteriaceae	Proteobacteria	Alien
G563_Cl_6	Yersinia pestis Nepal516	Enterobacteriaceae	Proteobacteria	Alien
G563_Cl_7	Yersinia pestis Nepal516	Enterobacteriaceae	Proteobacteria	Alien
G563_Cl_8	Yersinia pestis Nepal516	Enterobacteriaceae	Proteobacteria	Alien
G563_Cl_9	Yersinia pestis Nepal516	Enterobacteriaceae	Proteobacteria	Alien
G563_Cl_10	Yersinia pestis Nepal516	Enterobacteriaceae	Proteobacteria	Alien
G563_Cl_11	Yersinia pestis Nepal516	Enterobacteriaceae	Proteobacteria	Native
G563_Cl_12	Yersinia pestis Nepal516	Enterobacteriaceae	Proteobacteria	Alien
G563_Cl_13	Yersinia pestis Nepal516	Enterobacteriaceae	Proteobacteria	Alien
G563_Cl_14	Yersinia pestis Nepal516	Enterobacteriaceae	Proteobacteria	Alien
G563_Cl_15	Yersinia pestis Nepal516	Enterobacteriaceae	Proteobacteria	Native
G564_Cl_1	Yersinia pestis Pestoides F	Enterobacteriaceae	Proteobacteria	Native
G564_Cl_2	Yersinia pestis Pestoides F	Enterobacteriaceae	Proteobacteria	Native
G564_Cl_3	Yersinia pestis Pestoides F	Enterobacteriaceae	Proteobacteria	Native
G564_Cl_4	Yersinia pestis Pestoides F	Enterobacteriaceae	Proteobacteria	Alien
G564_Cl_5	Yersinia pestis Pestoides F	Enterobacteriaceae	Proteobacteria	Native
G564_Cl_6	Yersinia pestis Pestoides F	Enterobacteriaceae	Proteobacteria	Native
G564_Cl_7	Yersinia pestis Pestoides F	Enterobacteriaceae	Proteobacteria	Alien
G564_Cl_8	Yersinia pestis Pestoides F	Enterobacteriaceae	Proteobacteria	Native
G564_Cl_9	Yersinia pestis Pestoides F	Enterobacteriaceae	Proteobacteria	Alien
G564_Cl_10	Yersinia pestis Pestoides F	Enterobacteriaceae	Proteobacteria	Alien
G564_Cl_11	Yersinia pestis Pestoides F	Enterobacteriaceae	Proteobacteria	Alien
G564_Cl_12	Yersinia pestis Pestoides F	Enterobacteriaceae	Proteobacteria	Alien
G565_Cl_1	Yersinia pestis biovar Microtus str. 91001	Enterobacteriaceae	Proteobacteria	Native
G565_Cl_2	Yersinia pestis biovar Microtus str. 91001	Enterobacteriaceae	Proteobacteria	Native
G565_Cl_3	Yersinia pestis biovar Microtus str. 91001	Enterobacteriaceae	Proteobacteria	Native
G565_Cl_4	Yersinia pestis biovar Microtus str. 91001	Enterobacteriaceae	Proteobacteria	Native
G565_Cl_5	Yersinia pestis biovar Microtus str. 91001	Enterobacteriaceae	Proteobacteria	Native
G565_Cl_6	Yersinia pestis biovar Microtus str. 91001	Enterobacteriaceae	Proteobacteria	Alien
G565_Cl_7	Yersinia pestis biovar Microtus str. 91001	Enterobacteriaceae	Proteobacteria	Alien
G565_Cl_8	Yersinia pestis biovar Microtus str. 91001	Enterobacteriaceae	Proteobacteria	Native
G565_Cl_9	Yersinia pestis biovar Microtus str. 91001	Enterobacteriaceae	Proteobacteria	Alien
G565_Cl_10	Yersinia pestis biovar Microtus str. 91001	Enterobacteriaceae	Proteobacteria	Native
G565_Cl_11	Yersinia pestis biovar Microtus str. 91001	Enterobacteriaceae	Proteobacteria	Alien
G565_Cl_12	Yersinia pestis biovar Microtus str. 91001	Enterobacteriaceae	Proteobacteria	Alien
G565_Cl_13	Yersinia pestis biovar Microtus str. 91001	Enterobacteriaceae	Proteobacteria	Alien
G566_Cl_1	Yersinia pseudotuberculosis IP 32953	Enterobacteriaceae	Proteobacteria	Native
G566_Cl_2	Yersinia pseudotuberculosis IP 32953	Enterobacteriaceae	Proteobacteria	Native
G566_Cl_3	Yersinia pseudotuberculosis IP 32953	Enterobacteriaceae	Proteobacteria	Native
G566_Cl_4	Yersinia pseudotuberculosis IP 32953	Enterobacteriaceae	Proteobacteria	Native
G566_Cl_5	Yersinia pseudotuberculosis IP 32953	Enterobacteriaceae	Proteobacteria	Alien
G566_Cl_6	Yersinia pseudotuberculosis IP 32953	Enterobacteriaceae	Proteobacteria	Native
G566_Cl_7	Yersinia pseudotuberculosis IP 32953	Enterobacteriaceae	Proteobacteria	Alien
G566_Cl_8	Yersinia pseudotuberculosis IP 32953	Enterobacteriaceae	Proteobacteria	Alien
G566_Cl_9	Yersinia pseudotuberculosis IP 32953	Enterobacteriaceae	Proteobacteria	Alien
G566_Cl_10	Yersinia pseudotuberculosis IP 32953	Enterobacteriaceae	Proteobacteria	Alien
G566_Cl_11	Yersinia pseudotuberculosis IP 32953	Enterobacteriaceae	Proteobacteria	Alien
G566_Cl_12	Yersinia pseudotuberculosis IP 32953	Enterobacteriaceae	Proteobacteria	Native
G566_Cl_13	Yersinia pseudotuberculosis IP 32953	Enterobacteriaceae	Proteobacteria	Alien
G566_Cl_14	Yersinia pseudotuberculosis IP 32953	Enterobacteriaceae	Proteobacteria	Alien
G566_Cl_15	Yersinia pseudotuberculosis IP 32953	Enterobacteriaceae	Proteobacteria	Alien
G566_Cl_16	Yersinia pseudotuberculosis IP 32953	Enterobacteriaceae	Proteobacteria	Native
G566_Cl_17	Yersinia pseudotuberculosis IP 32953	Enterobacteriaceae	Proteobacteria	Native
G567_Cl_1	Yersinia pseudotuberculosis IP 31758	Enterobacteriaceae	Proteobacteria	Native
G567_Cl_2	Yersinia pseudotuberculosis IP 31758	Enterobacteriaceae	Proteobacteria	Native
G567_Cl_3	Yersinia pseudotuberculosis IP 31758	Enterobacteriaceae	Proteobacteria	Alien
G567_Cl_4	Yersinia pseudotuberculosis IP 31758	Enterobacteriaceae	Proteobacteria	Native
G567_Cl_5	Yersinia pseudotuberculosis IP 31758	Enterobacteriaceae	Proteobacteria	Native
G567_Cl_6	Yersinia pseudotuberculosis IP 31758	Enterobacteriaceae	Proteobacteria	Alien
G567_Cl_7	Yersinia pseudotuberculosis IP 31758	Enterobacteriaceae	Proteobacteria	Native
G567_Cl_8	Yersinia pseudotuberculosis IP 31758	Enterobacteriaceae	Proteobacteria	Alien
G567_Cl_9	Yersinia pseudotuberculosis IP 31758	Enterobacteriaceae	Proteobacteria	Alien
G567_Cl_10	Yersinia pseudotuberculosis IP 31758	Enterobacteriaceae	Proteobacteria	Alien
G567_Cl_11	Yersinia pseudotuberculosis IP 31758	Enterobacteriaceae	Proteobacteria	Native
G567_Cl_12	Yersinia pseudotuberculosis IP 31758	Enterobacteriaceae	Proteobacteria	Alien
G567_Cl_13	Yersinia pseudotuberculosis IP 31758	Enterobacteriaceae	Proteobacteria	Alien
G567_Cl_14	Yersinia pseudotuberculosis IP 31758	Enterobacteriaceae	Proteobacteria	Native
G567_Cl_15	Yersinia pseudotuberculosis IP 31758	Enterobacteriaceae	Proteobacteria	Alien
G567_Cl_16	Yersinia pseudotuberculosis IP 31758	Enterobacteriaceae	Proteobacteria	Alien
G567_Cl_17	Yersinia pseudotuberculosis IP 31758	Enterobacteriaceae	Proteobacteria	Native
G567_Cl_18	Yersinia pseudotuberculosis IP 31758	Enterobacteriaceae	Proteobacteria	Native
G568_Cl_1	Zymomonas mobilis subsp. mobilis ZM4	Sphingomonadaceae	Proteobacteria	Native
G568_Cl_2	Zymomonas mobilis subsp. mobilis ZM4	Sphingomonadaceae	Proteobacteria	Alien
G568_Cl_3	Zymomonas mobilis subsp. mobilis ZM4	Sphingomonadaceae	Proteobacteria	Alien
G568_Cl_4	Zymomonas mobilis subsp. mobilis ZM4	Sphingomonadaceae	Proteobacteria	Alien
G568_Cl_5	Zymomonas mobilis subsp. mobilis ZM4	Sphingomonadaceae	Proteobacteria	Alien
G568_Cl_6	Zymomonas mobilis subsp. mobilis ZM4	Sphingomonadaceae	Proteobacteria	Alien
G568_Cl_7	Zymomonas mobilis subsp. mobilis ZM4	Sphingomonadaceae	Proteobacteria	Alien
G569_Cl_1	uncultured methanogenic archaeon RC-I	Unknown	Euryarchaeota	Native
G569_Cl_2	uncultured methanogenic archaeon RC-I	Unknown	Euryarchaeota	Native
G569_Cl_3	uncultured methanogenic archaeon RC-I	Unknown	Euryarchaeota	Native
G569_Cl_4	uncultured methanogenic archaeon RC-I	Unknown	Euryarchaeota	Alien
G569_Cl_5	uncultured methanogenic archaeon RC-I	Unknown	Euryarchaeota	Native
G569_Cl_6	uncultured methanogenic archaeon RC-I	Unknown	Euryarchaeota	Alien
G569_Cl_7	uncultured methanogenic archaeon RC-I	Unknown	Euryarchaeota	Alien
G569_Cl_8	uncultured methanogenic archaeon RC-I	Unknown	Euryarchaeota	Alien
G569_Cl_9	uncultured methanogenic archaeon RC-I	Unknown	Euryarchaeota	Alien
G569_Cl_10	uncultured methanogenic archaeon RC-I	Unknown	Euryarchaeota	Alien
G576_Cl_1	Alkaliphilus oremlandii OhILAs	Clostridiaceae	Firmicutes	Native
G576_Cl_2	Alkaliphilus oremlandii OhILAs	Clostridiaceae	Firmicutes	Native
G576_Cl_3	Alkaliphilus oremlandii OhILAs	Clostridiaceae	Firmicutes	Native
G576_Cl_4	Alkaliphilus oremlandii OhILAs	Clostridiaceae	Firmicutes	Alien
G576_Cl_5	Alkaliphilus oremlandii OhILAs	Clostridiaceae	Firmicutes	Alien
G576_Cl_6	Alkaliphilus oremlandii OhILAs	Clostridiaceae	Firmicutes	Native
G576_Cl_7	Alkaliphilus oremlandii OhILAs	Clostridiaceae	Firmicutes	Alien
G576_Cl_8	Alkaliphilus oremlandii OhILAs	Clostridiaceae	Firmicutes	Alien
G576_Cl_9	Alkaliphilus oremlandii OhILAs	Clostridiaceae	Firmicutes	Alien
G577_Cl_1	Arcobacter butzleri RM4018	Campylobacteraceae	Proteobacteria	Native
G577_Cl_2	Arcobacter butzleri RM4018	Campylobacteraceae	Proteobacteria	Alien
G577_Cl_3	Arcobacter butzleri RM4018	Campylobacteraceae	Proteobacteria	Native
G578_Cl_1	Azorhizobium caulinodans ORS 571	Xanthobacteraceae	Proteobacteria	Native
G578_Cl_2	Azorhizobium caulinodans ORS 571	Xanthobacteraceae	Proteobacteria	Alien
G578_Cl_3	Azorhizobium caulinodans ORS 571	Xanthobacteraceae	Proteobacteria	Alien
G578_Cl_4	Azorhizobium caulinodans ORS 571	Xanthobacteraceae	Proteobacteria	Alien
G578_Cl_5	Azorhizobium caulinodans ORS 571	Xanthobacteraceae	Proteobacteria	Alien
G578_Cl_6	Azorhizobium caulinodans ORS 571	Xanthobacteraceae	Proteobacteria	Alien
G578_Cl_7	Azorhizobium caulinodans ORS 571	Xanthobacteraceae	Proteobacteria	Alien
G578_Cl_8	Azorhizobium caulinodans ORS 571	Xanthobacteraceae	Proteobacteria	Alien
G579_Cl_1	Bacillus pumilus SAFR-032	Bacillaceae	Firmicutes	Native
G579_Cl_2	Bacillus pumilus SAFR-032	Bacillaceae	Firmicutes	Alien
G579_Cl_3	Bacillus pumilus SAFR-032	Bacillaceae	Firmicutes	Alien
G579_Cl_4	Bacillus pumilus SAFR-032	Bacillaceae	Firmicutes	Alien
G579_Cl_5	Bacillus pumilus SAFR-032	Bacillaceae	Firmicutes	Alien
G579_Cl_6	Bacillus pumilus SAFR-032	Bacillaceae	Firmicutes	Alien
G579_Cl_7	Bacillus pumilus SAFR-032	Bacillaceae	Firmicutes	Alien
G580_Cl_1	Campylobacter concisus 13826	Campylobacteraceae	Proteobacteria	Native
G580_Cl_2	Campylobacter concisus 13826	Campylobacteraceae	Proteobacteria	Alien
G580_Cl_3	Campylobacter concisus 13826	Campylobacteraceae	Proteobacteria	Alien
G580_Cl_4	Campylobacter concisus 13826	Campylobacteraceae	Proteobacteria	Alien
G580_Cl_5	Campylobacter concisus 13826	Campylobacteraceae	Proteobacteria	Alien
G580_Cl_6	Campylobacter concisus 13826	Campylobacteraceae	Proteobacteria	Alien
G581_Cl_1	Campylobacter jejuni subsp. jejuni 81116	Campylobacteraceae	Proteobacteria	Native
G582_Cl_1	Candidatus Desulfococcus oleovorans Hxd3	Desulfobacteraceae	Proteobacteria	Native
G582_Cl_2	Candidatus Desulfococcus oleovorans Hxd3	Desulfobacteraceae	Proteobacteria	Alien
G582_Cl_3	Candidatus Desulfococcus oleovorans Hxd3	Desulfobacteraceae	Proteobacteria	Alien
G582_Cl_4	Candidatus Desulfococcus oleovorans Hxd3	Desulfobacteraceae	Proteobacteria	Alien
G582_Cl_5	Candidatus Desulfococcus oleovorans Hxd3	Desulfobacteraceae	Proteobacteria	Alien
G582_Cl_6	Candidatus Desulfococcus oleovorans Hxd3	Desulfobacteraceae	Proteobacteria	Alien
G582_Cl_7	Candidatus Desulfococcus oleovorans Hxd3	Desulfobacteraceae	Proteobacteria	Native
G582_Cl_8	Candidatus Desulfococcus oleovorans Hxd3	Desulfobacteraceae	Proteobacteria	Alien
G582_Cl_9	Candidatus Desulfococcus oleovorans Hxd3	Desulfobacteraceae	Proteobacteria	Native
G582_Cl_10	Candidatus Desulfococcus oleovorans Hxd3	Desulfobacteraceae	Proteobacteria	Alien
G583_Cl_1	Citrobacter koseri ATCC BAA-895	Enterobacteriaceae	Proteobacteria	Native
G583_Cl_2	Citrobacter koseri ATCC BAA-895	Enterobacteriaceae	Proteobacteria	Alien
G583_Cl_3	Citrobacter koseri ATCC BAA-895	Enterobacteriaceae	Proteobacteria	Alien
G583_Cl_4	Citrobacter koseri ATCC BAA-895	Enterobacteriaceae	Proteobacteria	Alien
G583_Cl_5	Citrobacter koseri ATCC BAA-895	Enterobacteriaceae	Proteobacteria	Alien
G583_Cl_6	Citrobacter koseri ATCC BAA-895	Enterobacteriaceae	Proteobacteria	Alien
G583_Cl_7	Citrobacter koseri ATCC BAA-895	Enterobacteriaceae	Proteobacteria	Alien
G583_Cl_8	Citrobacter koseri ATCC BAA-895	Enterobacteriaceae	Proteobacteria	Alien
G583_Cl_9	Citrobacter koseri ATCC BAA-895	Enterobacteriaceae	Proteobacteria	Alien
G583_Cl_10	Citrobacter koseri ATCC BAA-895	Enterobacteriaceae	Proteobacteria	Alien
G583_Cl_11	Citrobacter koseri ATCC BAA-895	Enterobacteriaceae	Proteobacteria	Alien
G583_Cl_12	Citrobacter koseri ATCC BAA-895	Enterobacteriaceae	Proteobacteria	Alien
G583_Cl_13	Citrobacter koseri ATCC BAA-895	Enterobacteriaceae	Proteobacteria	Alien
G584_Cl_1	Enterobacter sakazakii ATCC BAA-894	Enterobacteriaceae	Proteobacteria	Native
G584_Cl_2	Enterobacter sakazakii ATCC BAA-894	Enterobacteriaceae	Proteobacteria	Alien
G584_Cl_3	Enterobacter sakazakii ATCC BAA-894	Enterobacteriaceae	Proteobacteria	Alien
G584_Cl_4	Enterobacter sakazakii ATCC BAA-894	Enterobacteriaceae	Proteobacteria	Alien
G584_Cl_5	Enterobacter sakazakii ATCC BAA-894	Enterobacteriaceae	Proteobacteria	Alien
G584_Cl_6	Enterobacter sakazakii ATCC BAA-894	Enterobacteriaceae	Proteobacteria	Alien
G584_Cl_7	Enterobacter sakazakii ATCC BAA-894	Enterobacteriaceae	Proteobacteria	Alien
G584_Cl_8	Enterobacter sakazakii ATCC BAA-894	Enterobacteriaceae	Proteobacteria	Alien
G584_Cl_9	Enterobacter sakazakii ATCC BAA-894	Enterobacteriaceae	Proteobacteria	Alien
G584_Cl_10	Enterobacter sakazakii ATCC BAA-894	Enterobacteriaceae	Proteobacteria	Alien
G584_Cl_11	Enterobacter sakazakii ATCC BAA-894	Enterobacteriaceae	Proteobacteria	Alien
G584_Cl_12	Enterobacter sakazakii ATCC BAA-894	Enterobacteriaceae	Proteobacteria	Alien
G584_Cl_13	Enterobacter sakazakii ATCC BAA-894	Enterobacteriaceae	Proteobacteria	Alien
G585_Cl_1	Escherichia coli E24377A	Enterobacteriaceae	Proteobacteria	Native
G585_Cl_2	Escherichia coli E24377A	Enterobacteriaceae	Proteobacteria	Alien
G585_Cl_3	Escherichia coli E24377A	Enterobacteriaceae	Proteobacteria	Alien
G585_Cl_4	Escherichia coli E24377A	Enterobacteriaceae	Proteobacteria	Alien
G585_Cl_5	Escherichia coli E24377A	Enterobacteriaceae	Proteobacteria	Alien
G585_Cl_6	Escherichia coli E24377A	Enterobacteriaceae	Proteobacteria	Alien
G585_Cl_7	Escherichia coli E24377A	Enterobacteriaceae	Proteobacteria	Alien
G585_Cl_8	Escherichia coli E24377A	Enterobacteriaceae	Proteobacteria	Alien
G585_Cl_9	Escherichia coli E24377A	Enterobacteriaceae	Proteobacteria	Alien
G585_Cl_10	Escherichia coli E24377A	Enterobacteriaceae	Proteobacteria	Alien
G585_Cl_11	Escherichia coli E24377A	Enterobacteriaceae	Proteobacteria	Alien
G585_Cl_12	Escherichia coli E24377A	Enterobacteriaceae	Proteobacteria	Alien
G585_Cl_13	Escherichia coli E24377A	Enterobacteriaceae	Proteobacteria	Alien
G585_Cl_14	Escherichia coli E24377A	Enterobacteriaceae	Proteobacteria	Alien
G585_Cl_15	Escherichia coli E24377A	Enterobacteriaceae	Proteobacteria	Alien
G585_Cl_16	Escherichia coli E24377A	Enterobacteriaceae	Proteobacteria	Alien
G585_Cl_17	Escherichia coli E24377A	Enterobacteriaceae	Proteobacteria	Alien
G586_Cl_1	Escherichia coli HS	Enterobacteriaceae	Proteobacteria	Native
G586_Cl_2	Escherichia coli HS	Enterobacteriaceae	Proteobacteria	Alien
G586_Cl_3	Escherichia coli HS	Enterobacteriaceae	Proteobacteria	Alien
G586_Cl_4	Escherichia coli HS	Enterobacteriaceae	Proteobacteria	Alien
G586_Cl_5	Escherichia coli HS	Enterobacteriaceae	Proteobacteria	Alien
G586_Cl_6	Escherichia coli HS	Enterobacteriaceae	Proteobacteria	Alien
G586_Cl_7	Escherichia coli HS	Enterobacteriaceae	Proteobacteria	Alien
G586_Cl_8	Escherichia coli HS	Enterobacteriaceae	Proteobacteria	Alien
G586_Cl_9	Escherichia coli HS	Enterobacteriaceae	Proteobacteria	Alien
G586_Cl_10	Escherichia coli HS	Enterobacteriaceae	Proteobacteria	Alien
G586_Cl_11	Escherichia coli HS	Enterobacteriaceae	Proteobacteria	Alien
G586_Cl_12	Escherichia coli HS	Enterobacteriaceae	Proteobacteria	Alien
G587_Cl_1	Francisella tularensis subsp. holarctica FTA	Francisellaceae	Proteobacteria	Native
G587_Cl_2	Francisella tularensis subsp. holarctica FTA	Francisellaceae	Proteobacteria	Native
G588_Cl_1	Frankia sp. EAN1pec	Frankiaceae	Actinobacteria	Native
G588_Cl_2	Frankia sp. EAN1pec	Frankiaceae	Actinobacteria	Native
G588_Cl_3	Frankia sp. EAN1pec	Frankiaceae	Actinobacteria	Alien
G588_Cl_4	Frankia sp. EAN1pec	Frankiaceae	Actinobacteria	Alien
G588_Cl_5	Frankia sp. EAN1pec	Frankiaceae	Actinobacteria	Native
G588_Cl_6	Frankia sp. EAN1pec	Frankiaceae	Actinobacteria	Alien
G588_Cl_7	Frankia sp. EAN1pec	Frankiaceae	Actinobacteria	Native
G588_Cl_8	Frankia sp. EAN1pec	Frankiaceae	Actinobacteria	Alien
G588_Cl_9	Frankia sp. EAN1pec	Frankiaceae	Actinobacteria	Alien
G588_Cl_10	Frankia sp. EAN1pec	Frankiaceae	Actinobacteria	Alien
G588_Cl_11	Frankia sp. EAN1pec	Frankiaceae	Actinobacteria	Alien
G588_Cl_12	Frankia sp. EAN1pec	Frankiaceae	Actinobacteria	Native
G588_Cl_13	Frankia sp. EAN1pec	Frankiaceae	Actinobacteria	Native
G588_Cl_14	Frankia sp. EAN1pec	Frankiaceae	Actinobacteria	Native
G588_Cl_15	Frankia sp. EAN1pec	Frankiaceae	Actinobacteria	Alien
G588_Cl_16	Frankia sp. EAN1pec	Frankiaceae	Actinobacteria	Alien
G589_Cl_1	Ignicoccus hospitalis KIN4/I	Desulfurococcaceae	Crenarchaeota	Native
G589_Cl_2	Ignicoccus hospitalis KIN4/I	Desulfurococcaceae	Crenarchaeota	Native
G589_Cl_3	Ignicoccus hospitalis KIN4/I	Desulfurococcaceae	Crenarchaeota	Native
G590_Cl_1	Prochlorococcus marinus str. MIT 9215	Prochlorococcaceae	Cyanobacteria	Native
G590_Cl_2	Prochlorococcus marinus str. MIT 9215	Prochlorococcaceae	Cyanobacteria	Alien
G591_Cl_1	Rickettsia akari str. Hartford	Rickettsiaceae	Proteobacteria	Native
G592_Cl_1	Rickettsia bellii OSU 85-389	Rickettsiaceae	Proteobacteria	Native
G593_Cl_1	Rickettsia canadensis str. McKiel	Rickettsiaceae	Proteobacteria	Native
G593_Cl_2	Rickettsia canadensis str. McKiel	Rickettsiaceae	Proteobacteria	Native
G594_Cl_1	Rickettsia massiliae MTU5	Rickettsiaceae	Proteobacteria	Native
G594_Cl_2	Rickettsia massiliae MTU5	Rickettsiaceae	Proteobacteria	Alien
G595_Cl_1	Rickettsia rickettsii str. 'Sheila Smith'	Rickettsiaceae	Proteobacteria	Native
G596_Cl_1	Roseiflexus castenholzii DSM 13941	Chloroflexaceae	Chloroflexi	Native
G596_Cl_2	Roseiflexus castenholzii DSM 13941	Chloroflexaceae	Chloroflexi	Native
G596_Cl_3	Roseiflexus castenholzii DSM 13941	Chloroflexaceae	Chloroflexi	Alien
G596_Cl_4	Roseiflexus castenholzii DSM 13941	Chloroflexaceae	Chloroflexi	Alien
G596_Cl_5	Roseiflexus castenholzii DSM 13941	Chloroflexaceae	Chloroflexi	Alien
G596_Cl_6	Roseiflexus castenholzii DSM 13941	Chloroflexaceae	Chloroflexi	Alien
